-129.9949,35.90633,35.11764,7.067676,-22.2126,-36.27814,-49.37953,-60.81502,-78.66205,-98.45265,-108.8318,-113.8283,-118.0809,-107.6445,-102.4068,-99.78075,-103.3211,-103.2067,-103.0445,-103.2809,-105.3444,-115.4954,-135.3765,-158.5523,-182.4966,-211.0645,-236.2328,-262.9767,-280.0302,-291.5337,-303.4685,-308.5449,-315.0647,-348.9819,-368.1747,-383.8161,-406.1908,-420.7639,-445.2601,-474.4268,-535.3837,-541.8719,-458.3024,-105.2999,77.60993,-0.2218484,-0.2209358,1.989353
-129.7543,36.5108,35.24087,7.433245,-21.97118,-35.78457,-48.23117,-60.56424,-77.67258,-98.69849,-108.1197,-114.8367,-117.9619,-108.2412,-102.1684,-100.1423,-102.7837,-103.2067,-102.3907,-102.5063,-105.4756,-115.005,-135.7677,-158.8126,-182.8844,-210.9359,-236.6267,-262.8422,-280.2859,-292.3116,-302.2662,-309.3349,-316.3263,-349.8763,-368.1747,-382.2695,-405.4149,-420.5095,-444.7434,-474.6456,-535.8774,-540.9061,-457.1123,-107.5995,74.96783,-0.4437105,0.3319704,1.872313
-130.3556,36.02719,34.50149,6.336536,-21.12615,-37.5121,-49.63472,-61.81815,-79.0331,-98.82139,-109.4252,-114.9628,-119.0332,-108.2412,-102.1684,-99.90125,-103.5898,-102.4169,-103.306,-102.8936,-104.8196,-115.3728,-135.7677,-158.8126,-183.0136,-210.4214,-235.9702,-262.5732,-280.5415,-292.8674,-303.4685,-308.8835,-315.6382,-348.5985,-367.792,-380.9806,-404.251,-419.3647,-444.0975,-473.7706,-535.6306,-540.7852,-455.9222,-104.5736,76.72923,-0.1109182,0.5533107,1.872313
-129.8746,36.99435,33.88536,5.727253,-21.24687,-38.00568,-51.29347,-62.44511,-80.51729,-99.80469,-110.8494,-116.2233,-122.2469,-109.9119,-104.7911,-101.3473,-104.2616,-103.2067,-101.083,-101.6026,-104.9508,-114.7598,-134.4635,-156.3393,-181.8504,-207.7204,-236.1015,-263.3802,-279.6468,-289.3107,-301.1841,-308.8835,-314.7206,-347.8318,-367.5368,-381.6251,-403.6045,-418.3472,-443.0641,-472.7863,-534.5198,-540.6645,-455.3272,-106.2681,78.27046,0.4437349,0.4426405,1.63824
-131.4379,36.51078,31.66725,4.265027,-21.00543,-39.23963,-52.18664,-63.57364,-80.51729,-101.0338,-110.612,-116.7276,-121.6518,-110.8666,-104.7911,-102.0704,-101.1714,-102.8118,-101.2138,-101.9899,-106.0003,-113.5337,-133.8114,-156.4695,-181.8504,-208.3635,-234.9197,-261.3625,-279.2634,-289.6442,-299.7413,-307.5292,-314.1471,-347.5762,-365.8784,-380.9806,-404.3803,-419.7463,-443.71,-472.4582,-534.1495,-539.2156,-454.8511,-106.5102,78.71081,0.1109431,0.2213002,1.404159
-131.7987,35.7854,31.9137,2.802748,-21.12615,-41.46074,-52.95221,-64.82756,-82.24884,-102.3858,-111.2054,-117.8621,-121.2947,-111.1053,-105.0295,-103.0344,-102.6493,-102.9435,-102.2599,-102.3772,-105.3444,-114.5146,-135.5069,-157.2505,-180.558,-206.8201,-235.1823,-261.766,-280.2859,-289.7553,-300.102,-307.1907,-315.4088,-347.5762,-366.0059,-380.4651,-403.4752,-418.2199,-443.3225,-472.2395,-534.7666,-540.423,-454.7321,-106.5102,77.9402,-0.1109182,-0.110484,1.287126
-133.7227,36.63166,30.1885,2.802748,-22.0919,-41.46074,-53.71778,-65.45451,-82.99094,-102.2629,-112.7483,-118.6184,-123.5563,-111.702,-106.6985,-103.5164,-103.4555,-102.9435,-101.7369,-102.3772,-105.738,-115.4954,-134.2027,-155.9488,-182.1089,-206.9487,-235.7075,-262.4386,-279.1356,-289.3107,-300.4627,-307.9807,-315.5235,-346.554,-365.6232,-380.594,-404.1217,-419.2376,-443.1933,-472.0208,-534.8901,-538.7327,-454.4941,-104.5736,80.03186,-0.1109182,-0.5522881,0.8189721
-134.4442,36.75256,30.43496,2.437179,-21.24687,-40.84376,-53.71778,-64.45139,-81.75411,-102.5087,-111.5614,-117.8621,-121.4137,-111.344,-104.6719,-103.2754,-101.1714,-102.6802,-101.083,-101.3444,-104.4261,-113.4111,-134.4635,-156.2092,-181.5919,-207.5918,-234.1318,-261.497,-278.4966,-289.3107,-299.1402,-307.1907,-315.1794,-347.8318,-364.9853,-379.9496,-403.2165,-418.6016,-442.8058,-472.2395,-534.7666,-540.7852,-455.0891,-105.663,78.05029,0.4437349,-0.2209358,1.404159
-132.7607,35.7854,31.42079,2.802748,-22.2126,-41.33734,-52.82461,-64.95296,-81.63043,-102.14,-111.3241,-117.61,-120.9376,-111.344,-104.3142,-101.4678,-100.7683,-103.0751,-100.8215,-99.02056,-103.9013,-112.9207,-133.4202,-156.9902,-180.9457,-206.8201,-234.7884,-262.1696,-279.519,-289.7553,-299.8615,-305.9493,-313.5737,-347.0651,-365.6232,-380.594,-403.7338,-417.8384,-442.2891,-471.1459,-534.3964,-538.9742,-454.4941,-102.274,81.68316,-0.1109182,-0.7731886,1.053046
-132.6404,36.99435,31.29756,3.533887,-22.33332,-39.8566,-53.59019,-65.07836,-82.49622,-102.0171,-112.6296,-118.2402,-123.3182,-111.5826,-105.864,-102.5524,-101.037,-100.179,-100.2984,-100.6989,-105.4756,-113.0433,-131.4639,-155.1678,-179.6867,-206.4342,-234.3944,-260.959,-278.2409,-287.8658,-297.9378,-307.0778,-311.5092,-344.126,-363.3269,-377.6297,-401.2767,-415.6761,-440.3515,-469.2867,-534.3964,-540.3024,-452.4709,-99.00605,83.77483,0.6655962,-0.2209358,1.170086
